sessionId,ts,song,length,artist,userId,level,location,userAgent
758,1542741046796,Fight Fire With Fire,284.86485,Metallica,49.0,paid,"San Francisco-Oakland-Hayward, CA",Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0
758,1542741330796,Te Amo,208.40444,Rihanna,49.0,paid,"San Francisco-Oakland-Hayward, CA",Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0
758,1542741538796,More Of The Same,238.62812,Sepultura,49.0,paid,"San Francisco-Oakland-Hayward, CA",Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0
783,1542741570796,(I Can't Stand) Losing You (2004 Digital Remaster),290.58567,Fate,26.0,free,"San Jose-Sunnyvale-Santa Clara, CA","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
758,1542741776796,Days Of The Week (Album Version),155.24526,Stone Temple Pilots,49.0,paid,"San Francisco-Oakland-Hayward, CA",Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0
783,1542741860796,Eenie Meenie,201.9522,Sean Kingston and Justin Bieber,26.0,free,"San Jose-Sunnyvale-Santa Clara, CA","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
758,1542741931796,Run To The Hills (1998 Digital Remaster),233.76934,Iron Maiden,49.0,paid,"San Francisco-Oakland-Hayward, CA",Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0
758,1542742164796,Make You Feel That Way,206.36689,Blackalicious,49.0,paid,"San Francisco-Oakland-Hayward, CA",Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0
776,1542742287796,Head Up (LP Version),372.97587,Deftones,85.0,paid,"Red Bluff, CA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
758,1542742370796,Say My Name,271.33342,Destiny's Child,49.0,paid,"San Francisco-Oakland-Hayward, CA",Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0
758,1542742641796,If You Want To Sing Out_ Sing Out,167.6273,Cat Stevens,49.0,paid,"San Francisco-Oakland-Hayward, CA",Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0
776,1542742659796,Playa Hater (Amended Version),239.75138,The Notorious B.I.G.,85.0,paid,"Red Bluff, CA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
758,1542742808796,Crack A Bottle,297.482,Eminem / Dr. Dre / 50 Cent,49.0,paid,"San Francisco-Oakland-Hayward, CA",Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0
776,1542742898796,Stay (The Black Rose And The Universal Wheel),263.26159,Orchestral Manoeuvres In The Dark,85.0,paid,"Red Bluff, CA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
776,1542743161796,Roxane's Veil,280.21506,Vangelis,85.0,paid,"Red Bluff, CA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
776,1542743441796,True,333.63546,Spandau Ballet,85.0,paid,"Red Bluff, CA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
776,1542743774796,I'm Done,197.90322,The Pussycat Dolls,85.0,paid,"Red Bluff, CA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
776,1542743971796,I'm Down,252.96934,The Hollies,85.0,paid,"Red Bluff, CA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
776,1542744223796,LDN,190.95465,Lily Allen,85.0,paid,"Red Bluff, CA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
776,1542744413796,She's My Winona,231.47057,Fall Out Boy,85.0,paid,"Red Bluff, CA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
776,1542744644796,The Unforgiven II,396.40771,Metallica,85.0,paid,"Red Bluff, CA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
410,1542744929796,Loved By You,244.06159,Journey,64.0,free,"Los Angeles-Long Beach-Anaheim, CA","""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D201 Safari/9537.53"""
776,1542745040796,Dragostea din tin (ma-ya-hi),213.7073,O-Zone,85.0,paid,"Red Bluff, CA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
758,1542745164796,It's A Shame,187.27138,The Spinners,49.0,paid,"San Francisco-Oakland-Hayward, CA",Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0
776,1542745253796,Bad Man!,256.7571,Murs,85.0,paid,"Red Bluff, CA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
758,1542745351796,Desde Mi Azotea (Version JDK),261.14567,Navajita Platea,49.0,paid,"San Francisco-Oakland-Hayward, CA",Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0
776,1542745509796,Boten Anna [Radio edit],207.0722,Basshunter,85.0,paid,"Red Bluff, CA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
758,1542745612796,Some Lessons,322.97751,Melody Gardot,49.0,paid,"San Francisco-Oakland-Hayward, CA",Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0
776,1542745716796,Te Va A Doler,292.77995,Maelo Ruiz,85.0,paid,"Red Bluff, CA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
758,1542745934796,At Your Best You Are Love,289.88036,Aaliyah,49.0,paid,"San Francisco-Oakland-Hayward, CA",Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0
776,1542746008796,You're The One,239.3073,Dwight Yoakam,85.0,paid,"Red Bluff, CA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
758,1542746223796,Clocks,307.51302,Coldplay,49.0,paid,"San Francisco-Oakland-Hayward, CA",Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0
776,1542746247796,Everytime You Need Me (Pulsedriver Remix) (Instrumental),440.76363,Fragma,85.0,paid,"Red Bluff, CA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
758,1542746530796,Don't Stop The Music,268.25098,Rihanna,49.0,paid,"San Francisco-Oakland-Hayward, CA",Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0
776,1542746687796,Hunger Strike,243.9571,Temple Of The Dog,85.0,paid,"Red Bluff, CA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
758,1542746798796,Head Over Heels,255.34649,Tears For Fears,49.0,paid,"San Francisco-Oakland-Hayward, CA",Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0
776,1542746930796,Sayonara-Nostalgia,255.60771,Base Ball Bear,85.0,paid,"Red Bluff, CA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
758,1542747053796,Skyscraper,234.50077,Train,49.0,paid,"San Francisco-Oakland-Hayward, CA",Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0
776,1542747185796,Hallelujah,249.62567,Rufus Wainwright,85.0,paid,"Red Bluff, CA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
758,1542747287796,Jesus And Mama (LP Version),202.57914,Confederate Railroad,49.0,paid,"San Francisco-Oakland-Hayward, CA",Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0
776,1542747434796,Forgive Me,203.88526,Leona Lewis,85.0,paid,"Red Bluff, CA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
758,1542747489796,Behind The Sea [Live In Chicago],259.29098,Panic At The Disco,49.0,paid,"San Francisco-Oakland-Hayward, CA",Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0
776,1542747637796,Byzantium Underground,240.43057,Jesse Cook,85.0,paid,"Red Bluff, CA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
758,1542747748796,Feel Good Inc (Album Version),221.20444,Gorillaz,49.0,paid,"San Francisco-Oakland-Hayward, CA",Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0
776,1542747877796,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),277.15873,Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,85.0,paid,"Red Bluff, CA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
758,1542747969796,The Only Exception (Album Version),267.65016,Paramore,49.0,paid,"San Francisco-Oakland-Hayward, CA",Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0
776,1542748154796,Boatman's Dance,297.58649,Yonder Mountain String Band,85.0,paid,"Red Bluff, CA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
776,1542748451796,Dead Souls (LP Version),293.69424,Nine Inch Nails,85.0,paid,"Red Bluff, CA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
776,1542748744796,The Making Of Midgard (2007 Digital Remaster),140.61669,Robert Calvert,85.0,paid,"Red Bluff, CA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
776,1542748884796,Green's Guidance For A Stategy Adventure Game,76.85179,Abydos,85.0,paid,"Red Bluff, CA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
776,1542748960796,Break of Dawn,446.27546,Karsh Kale,85.0,paid,"Red Bluff, CA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
776,1542749406796,Halo (Explicit Album Version),542.58893,Machine Head,85.0,paid,"Red Bluff, CA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
758,1542749831796,Quien Te Dijo,247.43138,Orishas,49.0,paid,"San Francisco-Oakland-Hayward, CA",Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0
776,1542749948796,Time Traveling (A Tribute To Fela),356.07465,Common / Vinia Mojica / Roy Hargrove / Femi Kuti,85.0,paid,"Red Bluff, CA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
758,1542750078796,Y Como  Es El,249.41669,Ricardo Montaner,49.0,paid,"San Francisco-Oakland-Hayward, CA",Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0
776,1542750304796,'Round Midnight,477.04771,Denise Jannah,85.0,paid,"Red Bluff, CA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
758,1542750327796,I Suppose,147.74812,Loudon Wainwright III,49.0,paid,"San Francisco-Oakland-Hayward, CA",Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0
758,1542750474796,Ding (Thing Feat. Saian Supa Crew),192.80934,Seeed,49.0,paid,"San Francisco-Oakland-Hayward, CA",Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0
758,1542750666796,Do That There (featuring Dude 'N Nem),230.63465,Yung Berg,49.0,paid,"San Francisco-Oakland-Hayward, CA",Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0
789,1542750718796,I'm Not Okay (I Promise) (Live From Sessions@AOL),184.71138,My Chemical Romance,26.0,free,"San Jose-Sunnyvale-Santa Clara, CA","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
758,1542750896796,Rockin Round The World,294.76526,Country Joe & The Fish,49.0,paid,"San Francisco-Oakland-Hayward, CA",Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0
789,1542750902796,What I've Done (Album Version),208.92689,Linkin Park,26.0,free,"San Jose-Sunnyvale-Santa Clara, CA","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
758,1542751190796,Me And Armini,257.67138,Emiliana Torrini,49.0,paid,"San Francisco-Oakland-Hayward, CA",Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0
758,1542751447796,Nostalgia Amnesia,260.25751,Viola,49.0,paid,"San Francisco-Oakland-Hayward, CA",Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0
758,1542751707796,Folkin' Around [Live In Chicago],114.31138,Panic At The Disco,49.0,paid,"San Francisco-Oakland-Hayward, CA",Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0
758,1542751821796,Good Feeling,204.7473,Travis,49.0,paid,"San Francisco-Oakland-Hayward, CA",Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0
758,1542752025796,Revelry,201.79546,Kings Of Leon,49.0,paid,"San Francisco-Oakland-Hayward, CA",Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0
758,1542752226796,One Way Ticket [Radio Edit],206.81098,The Darkness,49.0,paid,"San Francisco-Oakland-Hayward, CA",Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0
758,1542752432796,You've Got The Love,168.64608,Florence + The Machine,49.0,paid,"San Francisco-Oakland-Hayward, CA",Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0
774,1542761878796,Enero en la playa,315.81995,Facto Delafe y las flores azules,80.0,paid,"Portland-South Portland, ME","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
671,1542761921796,Manhattan,204.2771,Kings Of Leon,97.0,paid,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36"""
671,1542762125796,Michael,204.12036,Franz Ferdinand,97.0,paid,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36"""
774,1542762193796,Drilled A Wire Through My Cheek,272.32608,Blue October,80.0,paid,"Portland-South Portland, ME","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
671,1542762329796,Almeno Tu Nell'Universo,248.97261,Elisa,97.0,paid,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36"""
671,1542762577796,A Dustland Fairytale,225.12281,The Killers,97.0,paid,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36"""
671,1542762802796,Noir Sur Blanc,210.12853,FranÃÂ§oise Hardy,97.0,paid,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36"""
671,1542763012796,Playground Love,212.21832,Air,97.0,paid,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36"""
671,1542763224796,Punk (Radio Edit),219.55873,Ferry Corsten,97.0,paid,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36"""
671,1542763443796,Unite (2009 Digital Remaster),211.722,Beastie Boys,97.0,paid,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36"""
671,1542763654796,Symphony No. 3: III. Lento - Cantablile Semplice,1029.642,Henryk Gorecki,97.0,paid,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36"""
774,1542764627796,Gimme,213.39383,Jill Scott,80.0,paid,"Portland-South Portland, ME","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
671,1542764683796,Drops In The River,253.04771,Fleet Foxes,97.0,paid,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36"""
774,1542764840796,Another One In The Dark,389.95546,The Wallflowers,80.0,paid,"Portland-South Portland, ME","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
671,1542764936796,Atrevido,242.85995,Orishas,97.0,paid,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36"""
671,1542765178796,You're Mine,335.15057,Coyote Shivers,97.0,paid,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36"""
774,1542765229796,Fica Mais Um Pouco Amor,225.74975,Adoniran Barbosa,80.0,paid,"Portland-South Portland, ME","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
774,1542765454796,End Of The Line,207.59465,Traveling Wilburys,80.0,paid,"Portland-South Portland, ME","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
671,1542765513796,Favor Of The Lord,191.76444,ISRAEL & NEW BREED,97.0,paid,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36"""
774,1542765661796,Ya No,235.88526,Selena,80.0,paid,"Portland-South Portland, ME","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
671,1542765704796,One Minute In Heaven,383.21587,Sunbeam,97.0,paid,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36"""
774,1542765896796,Infinity 2008,192.15628,Guru Josh Project,80.0,paid,"Portland-South Portland, ME","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
671,1542766087796,Hasir,290.40281,Modeselektor,97.0,paid,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36"""
774,1542766088796,What Took You So Long,241.05751,Emma Bunton,80.0,paid,"Portland-South Portland, ME","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
774,1542766329796,Move Along,239.22893,The All-American Rejects,80.0,paid,"Portland-South Portland, ME","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
671,1542766377796,Revelry,201.79546,Kings Of Leon,97.0,paid,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36"""
774,1542766568796,Paranoid,152.65914,Megadeth,80.0,paid,"Portland-South Portland, ME","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
671,1542766578796,Speed Of Sound,291.60444,Coldplay,97.0,paid,"Lansing-East Lansing, MI","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36"""
774,1542766720796,Sehr kosmisch,655.77751,Harmonia,80.0,paid,"Portland-South Portland, ME","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
774,1542767375796,Anxiety Hangover,310.85669,Eyehategod,80.0,paid,"Portland-South Portland, ME","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
784,1542767466796,Hoy No,281.15546,Entre RÃÂ­os,40.0,free,"Oxnard-Thousand Oaks-Ventura, CA","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4"""
774,1542767685796,Du Riechst So Gut,289.2273,Rammstein,80.0,paid,"Portland-South Portland, ME","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
774,1542767974796,Drama,455.8624,Delerium,80.0,paid,"Portland-South Portland, ME","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
774,1542768429796,More Than Everything,478.92853,Gareth Emery,80.0,paid,"Portland-South Portland, ME","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
774,1542768907796,I'm Ready (Album Version),286.69342,Tevin Campbell,80.0,paid,"Portland-South Portland, ME","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
774,1542769193796,Hacha Y Machete,330.70975,Hector Lavoe,80.0,paid,"Portland-South Portland, ME","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
774,1542769523796,SinceritÃÂ© Et Jalousie,195.94404,Alliance Ethnik,80.0,paid,"Portland-South Portland, ME","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
774,1542769718796,Secrets,224.67873,OneRepublic,80.0,paid,"Portland-South Portland, ME","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
774,1542769942796,Marea (version acustica),261.90322,Marea,80.0,paid,"Portland-South Portland, ME","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
774,1542770203796,Collapse (Album Version),72.95955000000001,Mutemath,80.0,paid,"Portland-South Portland, ME","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
774,1542770275796,Ambling Alp (DJ /Rupture & Brent Arnold Remix),241.89342,Yeasayer,80.0,paid,"Portland-South Portland, ME","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
774,1542770516796,You've Lost That Lovin' Feelin',225.27955,Righteous Brothers,80.0,paid,"Portland-South Portland, ME","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
774,1542770741796,I Kissed A Girl,179.40853,Katy Perry,80.0,paid,"Portland-South Portland, ME","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
